Gene,GAE_recon,Infomap,GAE_Silhouette,UMAP_KMeans
hsa:3030,67,4,40,123
hsa:79731,22,4,84,139
hsa:3655,76,1,73,96
hsa:9655,6,1,29,186
hsa:2792,55,1,64,13
hsa:410,16,6,40,235
hsa:284,81,1,50,19
hsa:874,30,2,6,199
hsa:8515,30,1,73,96
hsa:56413,2,1,82,189
hsa:22854,0,77,76,116
hsa:27330,16,1,74,135
hsa:259197,17,1,83,112
hsa:9965,90,1,50,65
hsa:27180,67,79,84,28
hsa:57016,7,3,14,109
hsa:64131,78,16,76,28
hsa:166336,78,1,23,102
hsa:121278,4,4,26,109
hsa:712,90,1,38,171
hsa:9651,10,1,5,11
hsa:3673,5,1,81,172
hsa:779,42,1,31,228
hsa:55862,51,4,40,123
hsa:5562,90,4,22,105
hsa:894,5,1,73,25
hsa:57132,82,46,49,166
hsa:124,77,2,87,197
hsa:2327,55,2,48,44
hsa:2309,3,1,58,88
hsa:29956,56,3,48,89
hsa:80329,61,1,49,100
path:map07034,61,3,9,70
hsa:127281,41,3,90,7
hsa:816,71,1,10,177
hsa:7097,77,1,73,135
hsa:2131,43,16,72,86
hsa:11317,77,1,69,81
hsa:535,72,5,72,53
hsa:55823,61,5,45,84
hsa:4586,28,1,0,181
hsa:2939,18,2,6,157
hsa:9,8,2,6,132
path:hsa00140,34,2,41,62
hsa:4669,77,2,49,205
hsa:6233,71,5,84,35
hsa:25961,5,1,30,113
hsa:2787,18,1,64,13
hsa:25780,13,1,75,167
hsa:5906,10,1,31,92
hsa:5547,88,1,70,179
hsa:257202,88,2,6,144
hsa:83737,5,1,58,73
hsa:9487,49,48,1,231
hsa:6338,79,8,72,54
hsa:83667,17,1,49,66
hsa:4760,51,1,38,52
hsa:80168,55,3,9,138
hsa:7372,34,2,27,158
hsa:3579,90,1,15,4
hsa:2209,39,1,39,169
hsa:3418,24,4,4,83
hsa:6892,77,1,42,49
hsa:5155,82,1,61,244
hsa:7220,77,1,25,208
hsa:30837,77,1,29,186
hsa:3358,90,1,71,20
dr:D10803,8,7,60,17
hsa:406896,77,1,25,149
hsa:3251,8,1,37,3
hsa:6697,24,3,36,109
hsa:8707,51,6,59,168
hsa:1297,5,1,89,81
hsa:7855,71,1,18,237
hsa:5294,82,1,19,105
hsa:5021,17,1,82,189
hsa:2207,71,1,0,11
hsa:79799,73,2,6,46
hsa:913,55,1,39,12
hsa:6120,78,4,32,60
hsa:23474,16,1,49,28
cpd:C00034,78,4,16,73
hsa:4534,23,1,67,108
hsa:1152,81,1,28,190
hsa:93589,75,1,75,104
hsa:4086,77,1,73,33
hsa:25759,65,1,7,155
hsa:338339,75,1,12,186
path:hsa00562,88,2,14,76
hsa:675,24,1,72,133
hsa:64321,15,1,89,64
hsa:2767,27,1,64,193
hsa:55163,79,2,14,250
hsa:283459,33,4,84,139
hsa:389692,77,1,65,52
hsa:5295,80,1,17,0
hsa:214,44,92,84,116
cpd:C00788,17,1,56,37
hsa:51780,44,1,5,185
hsa:27429,65,1,83,90
hsa:4316,28,1,73,12
hsa:728,23,1,83,96
hsa:10023,13,1,73,74
hsa:10533,78,5,65,175
hsa:6357,8,1,15,34
hsa:109,17,1,19,111
hsa:2253,55,1,50,65
hsa:4537,55,1,33,8
hsa:1743,28,4,40,123
hsa:9140,44,5,12,161
hsa:6364,16,1,0,106
hsa:847,23,1,12,25
hsa:5569,33,1,77,185
hsa:3312,39,1,12,217
cpd:C09844,88,3,76,176
hsa:10161,76,1,56,239
hsa:6718,1,2,27,45
hsa:8945,44,1,28,16
hsa:2246,86,1,66,65
hsa:57805,23,1,76,74
hsa:3361,57,1,71,30
hsa:7148,23,1,28,221
hsa:79671,14,5,72,128
path:hsa00470,88,4,40,142
hsa:29896,79,3,14,101
hsa:1286,81,1,89,81
hsa:7039,78,1,61,244
hsa:317,10,1,83,24
hsa:25946,90,1,38,66
hsa:5293,26,1,17,0
hsa:5042,16,11,43,124
hsa:23500,1,1,23,102
hsa:8826,41,1,39,195
hsa:406933,16,1,12,217
hsa:54874,82,5,70,35
hsa:8797,23,1,38,66
cpd:C00752,61,1,72,61
hsa:818,77,1,10,177
hsa:120227,77,49,84,250
hsa:9350,77,1,13,82
hsa:2876,42,2,6,144
hsa:100526739,58,1,16,101
hsa:56288,27,1,11,180
hsa:3839,25,52,84,122
hsa:166929,77,3,48,120
cpd:C00469,71,4,25,134
hsa:5520,2,1,58,242
cpd:C20640,62,1,70,36
hsa:124583,16,1,37,121
hsa:6476,90,4,43,177
hsa:5328,44,1,38,57
hsa:5641,56,1,70,164
hsa:6610,54,3,53,120
hsa:3565,71,1,0,78
hsa:50617,23,5,72,53
hsa:23007,78,1,5,11
hsa:8851,2,1,72,35
cpd:C00095,28,1,12,100
hsa:2877,17,2,6,144
hsa:613,54,1,50,50
hsa:158067,82,1,37,121
hsa:493869,78,2,6,144
cpd:C00070,32,18,76,86
hsa:51295,1,1,12,243
hsa:656,79,4,33,134
hsa:643847,75,51,28,93
hsa:1379,17,1,38,171
hsa:8513,26,3,9,138
hsa:18,30,4,40,16
hsa:51655,31,1,5,30
cpd:C00083,81,4,78,248
hsa:994,53,1,73,214
hsa:10399,27,1,12,206
hsa:7920,13,3,9,62
hsa:1813,24,1,71,30
hsa:79071,33,2,20,250
cpd:C11472,43,1,49,230
hsa:3836,48,52,84,225
hsa:4074,12,5,70,202
hsa:27342,24,1,1,167
hsa:22926,53,1,70,105
hsa:2214,7,1,39,169
hsa:3376,34,40,76,124
hsa:100528021,53,7,26,139
hsa:5371,78,1,28,92
hsa:9200,73,2,20,250
hsa:4638,56,1,10,153
path:hsa00380,80,1,1,113
hsa:2247,78,1,0,204
hsa:10840,2,7,26,139
path:hsa00350,57,4,60,242
hsa:1244,77,1,70,145
hsa:150084,77,1,76,76
hsa:26873,88,2,36,44
hsa:9610,78,1,74,167
hsa:55753,64,4,40,83
hsa:9448,5,1,25,92
hsa:51447,61,1,49,154
hsa:7942,16,1,74,27
hsa:1280,1,1,28,81
hsa:2212,1,1,39,230
hsa:10766,33,11,35,114
hsa:2356,90,3,26,17
hsa:253782,47,3,48,89
hsa:1509,28,1,0,98
path:hsa00430,60,2,53,44
hsa:64393,47,1,38,66
hsa:1436,78,1,81,223
hsa:80834,14,60,49,129
hsa:11277,23,1,28,160
hsa:57007,30,1,50,131
hsa:1896,24,1,70,118
hsa:93643,23,1,60,252
hsa:7936,4,26,49,166
hsa:29904,6,4,80,134
hsa:9267,43,1,85,110
hsa:6804,76,13,28,37
hsa:2528,30,6,59,168
hsa:6258,30,1,70,88
hsa:483,23,8,57,23
hsa:6844,56,13,70,188
hsa:407016,11,1,1,173
hsa:10769,55,1,83,25
hsa:8398,17,3,24,92
hsa:201633,16,21,72,156
hsa:55916,20,29,84,188
dr:D06238,1,3,41,17
hsa:8877,71,3,55,92
hsa:641371,77,2,84,190
hsa:6571,68,1,70,35
hsa:64689,16,5,45,84
hsa:54981,34,1,2,38
path:hsa00130,7,2,78,14
hsa:7481,80,1,13,10
path:hsa00360,16,2,53,109
hsa:10335,6,1,57,146
hsa:5481,72,1,83,98
hsa:3948,67,3,41,115
hsa:5888,44,1,72,133
hsa:2717,73,6,4,235
hsa:654364,58,1,63,40
hsa:57580,50,1,19,223
hsa:2121,56,1,47,176
hsa:9611,56,1,29,213
hsa:127550,2,6,59,235
hsa:5917,2,4,60,83
cpd:C00735,65,1,76,22
hsa:9844,55,50,72,166
hsa:406895,61,1,38,149
cpd:C21011,30,1,39,94
hsa:4696,90,1,33,8
hsa:93978,77,1,3,93
hsa:7494,65,1,12,127
hsa:4908,68,1,50,19
hsa:695,73,1,46,108
hsa:81889,78,4,84,134
cpd:C07600,23,1,47,153
cpd:C22535,64,1,89,93
hsa:4055,79,1,38,184
hsa:8322,82,1,18,237
hsa:820,78,1,0,165
hsa:51529,1,1,41,71
cpd:C00026,78,1,28,170
hsa:4216,10,1,12,118
hsa:51330,76,84,76,61
hsa:90673,1,4,31,130
hsa:27090,5,6,78,114
hsa:2487,0,1,13,68
hsa:4440,23,11,43,114
hsa:7040,74,1,81,78
hsa:57697,81,1,16,101
hsa:79966,73,4,1,85
hsa:79718,41,1,28,215
hsa:10454,41,1,0,137
hsa:406954,78,1,38,133
hsa:1030,90,1,83,25
hsa:3002,42,1,20,112
hsa:4919,90,1,54,212
hsa:9517,17,3,60,55
hsa:3772,1,1,33,48
cpd:C01780,78,8,76,54
hsa:341,88,3,76,182
hsa:4923,16,1,33,189
hsa:406881,79,1,73,14
hsa:2359,51,1,29,108
hsa:6390,1,4,60,141
hsa:11185,63,4,48,109
hsa:773,63,1,19,30
hsa:1284,68,1,89,81
hsa:238,23,1,65,163
hsa:388112,78,1,69,94
hsa:6362,1,1,15,34
hsa:51764,78,1,64,13
hsa:1903,19,3,29,247
hsa:2817,78,1,50,52
cpd:C22545,69,1,28,24
hsa:2791,28,1,64,13
hsa:9630,12,1,64,193
hsa:148022,1,1,0,125
hsa:2983,81,1,57,105
hsa:25833,82,1,65,149
hsa:6396,1,1,49,66
hsa:9246,1,5,49,84
cpd:C22538,1,1,49,18
hsa:8704,19,6,59,168
hsa:729020,24,4,32,60
hsa:823,65,1,25,171
hsa:147,19,1,56,20
hsa:5210,13,4,80,134
hsa:3630,65,1,31,155
path:hsa00250,48,4,53,198
path:hsa00563,2,2,1,76
hsa:2244,77,1,12,169
hsa:6344,61,1,47,117
hsa:8795,2,1,38,66
hsa:7294,77,1,10,100
hsa:2651,33,6,4,168
hsa:56001,2,29,49,158
hsa:1856,61,1,54,215
hsa:5972,28,1,0,94
hsa:22914,71,1,49,93
hsa:2822,7,48,1,225
hsa:115201,77,5,76,216
hsa:84618,1,1,37,3
hsa:3066,1,1,72,242
hsa:2805,2,4,26,42
hsa:6777,17,1,44,93
hsa:3456,78,1,91,78
hsa:84451,78,1,29,141
hsa:5515,1,1,58,241
hsa:3444,51,1,91,36
hsa:80222,90,3,20,55
hsa:1857,40,1,54,215
hsa:54566,27,1,39,180
hsa:3303,65,1,12,217
hsa:286151,8,1,75,56
hsa:54567,44,1,69,47
hsa:285955,19,1,72,88
hsa:7157,16,1,39,112
hsa:108,68,1,19,111
hsa:3704,23,1,37,38
hsa:1917,88,1,76,73
hsa:64798,82,1,12,90
hsa:25906,77,1,41,71
hsa:5052,78,1,47,18
gl:G13112,78,1,47,78
hsa:50,78,4,41,142
hsa:4306,78,8,76,167
hsa:8912,65,1,31,153
hsa:116443,81,1,31,185
hsa:8612,61,3,27,99
hsa:54539,63,1,33,8
hsa:94033,48,1,70,149
hsa:22934,77,4,32,60
hsa:10673,15,1,70,24
hsa:9218,26,1,28,56
hsa:2206,43,1,0,169
hsa:84142,61,1,28,133
hsa:2245,23,1,22,30
hsa:10345,79,1,28,27
hsa:257364,72,1,85,100
hsa:7042,39,1,0,41
hsa:84706,16,4,40,242
hsa:8793,78,1,38,198
hsa:811,73,1,49,208
hsa:5406,90,3,9,138
hsa:837,64,1,73,87
hsa:5296,91,1,17,0
path:map00627,80,4,49,109
hsa:56000,27,29,49,225
hsa:3993,56,1,39,180
hsa:7514,35,89,72,86
hsa:3910,14,1,70,32
hsa:2572,28,4,26,157
hsa:2773,22,1,52,13
hsa:6366,58,1,15,34
hsa:574493,44,1,28,32
hsa:4704,44,1,33,8
hsa:3575,14,1,46,98
hsa:4837,91,1,2,113
hsa:2864,90,1,38,189
path:hsa00240,28,4,41,83
hsa:2632,45,4,89,171
hsa:6324,79,1,31,196
hsa:5346,48,1,57,23
hsa:7263,30,1,49,28
hsa:23293,30,1,58,142
hsa:5291,2,1,17,0
hsa:8607,2,1,73,74
hsa:5145,14,1,8,136
hsa:65985,46,4,41,123
hsa:4122,81,6,78,124
hsa:29850,24,1,25,208
hsa:22936,61,26,70,166
hsa:6369,42,1,15,34
hsa:843,71,1,39,112
path:hsa00500,43,3,40,60
hsa:84693,53,4,41,28
hsa:8976,55,1,65,234
hsa:90423,55,5,16,95
hsa:2719,58,1,79,82
hsa:3845,46,1,44,148
hsa:998,17,1,15,214
hsa:10269,1,2,78,14
hsa:3726,16,1,58,217
hsa:130367,10,3,48,89
hsa:1232,7,1,15,131
hsa:9254,78,1,75,104
hsa:5994,77,1,43,164
hsa:3705,90,1,77,138
hsa:9896,71,1,57,76
hsa:8740,38,1,70,24
hsa:2977,23,1,57,105
hsa:2005,26,1,0,135
hsa:2688,90,47,49,160
hsa:1545,82,2,6,144
hsa:1312,16,2,90,250
hsa:102723555,88,1,28,88
hsa:6262,8,1,75,104
hsa:7094,16,1,3,0
hsa:79784,33,1,0,130
hsa:2783,36,1,64,13
hsa:126129,7,4,59,248
hsa:1015,4,43,70,156
hsa:7430,8,1,56,196
hsa:112398,24,1,25,149
hsa:24146,71,1,11,9
hsa:685,36,1,47,53
hsa:103,36,1,38,77
hsa:8527,71,3,24,39
hsa:6588,79,1,47,97
hsa:65108,45,1,29,41
hsa:5597,45,1,0,12
hsa:940,29,1,15,100
hsa:3055,82,1,19,183
hsa:399,2,1,68,184
hsa:9266,33,1,85,110
hsa:6677,33,2,84,205
hsa:218,36,2,36,197
hsa:669,2,4,70,138
path:map00909,90,2,78,54
hsa:4036,44,1,23,224
hsa:3158,81,4,40,85
hsa:5028,72,1,47,20
hsa:50848,78,1,60,54
hsa:8493,2,1,38,66
hsa:23590,27,2,78,54
hsa:50940,42,1,63,40
hsa:64419,3,1,67,108
hsa:1374,26,4,59,210
hsa:10207,24,1,82,252
hsa:5608,78,1,46,230
hsa:120071,2,6,84,28
hsa:5932,27,1,28,133
hsa:22978,64,1,37,3
hsa:3613,23,1,67,39
hsa:6263,5,1,31,153
hsa:4012,87,91,76,86
hsa:64101,22,85,76,86
hsa:10402,72,6,4,225
hsa:10329,17,6,49,28
hsa:521,77,5,16,187
hsa:2571,56,4,26,157
hsa:3481,10,1,13,65
hsa:3383,47,1,58,165
hsa:1395,82,1,77,117
hsa:80328,16,1,84,100
hsa:11186,90,1,74,167
hsa:55102,4,5,12,147
hsa:1311,6,1,89,221
hsa:51056,77,2,36,44
hsa:55970,55,1,64,13
hsa:10094,25,1,31,67
hsa:100506742,53,1,38,112
hsa:192111,71,1,38,66
hsa:9601,44,1,28,219
hsa:8991,72,1,49,124
hsa:84309,72,1,69,99
hsa:784,10,1,75,104
hsa:9817,82,2,1,94
hsa:5897,46,1,83,25
hsa:9899,46,1,69,141
cpd:C00873,77,1,28,179
cpd:C14770,23,1,51,22
hsa:1236,3,1,15,131
cpd:C00007,22,1,28,170
hsa:3735,7,4,41,42
path:hsa00120,29,2,41,62
hsa:9826,24,1,71,182
hsa:5524,45,1,0,58
hsa:8611,65,3,27,99
hsa:1522,2,1,68,98
hsa:3170,78,1,1,84
hsa:2779,23,1,82,31
hsa:58472,77,1,49,28
hsa:10038,52,1,1,90
hsa:3920,56,5,72,35
cpd:C11221,67,1,29,76
cpd:C14818,23,1,72,170
hsa:8526,52,3,24,39
hsa:26289,61,1,37,121
hsa:9074,23,1,11,9
hsa:5933,83,1,72,24
hsa:3574,19,1,0,96
hsa:9146,79,1,12,183
hsa:9978,79,1,28,16
hsa:8703,90,6,59,168
hsa:6932,10,1,73,200
hsa:7278,64,1,53,6
hsa:1907,1,1,82,154
hsa:152404,1,71,72,28
hsa:27243,7,46,28,168
hsa:3099,88,4,42,115
hsa:5829,61,1,81,0
hsa:56034,82,1,50,244
hsa:29982,79,1,72,138
hsa:11026,18,1,47,29
hsa:493911,8,2,60,250
hsa:435,75,4,26,142
hsa:915,78,1,47,163
hsa:438,17,2,6,158
hsa:4709,3,1,33,8
hsa:729920,61,6,72,28
hsa:4723,64,1,33,8
hsa:406889,41,1,73,14
hsa:29922,76,1,63,40
hsa:5523,17,1,74,83
hsa:7064,17,1,38,20
cpd:C22542,7,1,70,24
hsa:137075,17,1,11,9
hsa:4701,16,1,33,8
hsa:9365,36,2,87,176
hsa:10965,81,2,84,190
hsa:3977,16,1,3,183
hsa:122622,31,1,30,31
hsa:100271849,61,1,3,51
hsa:317749,2,2,27,199
hsa:978,73,2,14,166
hsa:6915,23,3,33,20
hsa:8517,41,1,34,184
hsa:9047,77,1,44,222
hsa:54518,2,1,3,213
hsa:1159,61,1,28,190
hsa:9027,60,2,53,44
hsa:124404,60,5,70,35
hsa:6715,48,2,90,45
hsa:7070,90,1,12,122
hsa:867,5,1,17,96
hsa:51735,77,1,1,213
hsa:1849,63,1,29,15
hsa:140775,43,1,12,147
hsa:1513,19,1,0,78
hsa:587,1,4,84,123
hsa:51477,38,1,77,76
hsa:81490,13,3,24,80
hsa:100507027,77,1,28,97
hsa:5335,61,1,17,50
hsa:85409,19,1,23,102
hsa:5618,16,73,72,2
hsa:11273,49,1,33,219
hsa:406971,1,1,65,116
hsa:10641,77,1,49,101
hsa:178,77,4,1,38
hsa:2925,77,1,82,189
hsa:118471,43,4,29,171
hsa:10241,90,5,45,84
hsa:4878,61,1,62,113
hsa:5583,4,1,56,195
hsa:406976,71,3,25,24
hsa:7473,73,1,13,10
hsa:1908,74,1,76,154
hsa:6011,88,1,65,34
hsa:406909,88,1,72,152
gl:G13063,36,1,66,52
hsa:11221,36,1,3,15
hsa:2878,27,2,6,144
hsa:861,90,1,12,87
hsa:7316,7,5,84,35
gl:G13064,16,1,61,52
hsa:1588,65,2,87,45
hsa:5023,1,1,47,105
hsa:887,68,1,25,189
hsa:8862,17,1,33,37
hsa:384,17,1,59,142
hsa:8802,90,4,59,134
hsa:22938,76,1,70,57
hsa:8608,76,2,27,199
hsa:64098,17,1,3,110
hsa:79814,79,2,53,109
hsa:6659,24,1,28,221
hsa:81030,71,1,38,184
hsa:3157,73,4,40,85
path:hsa00071,90,4,55,62
hsa:3549,77,1,79,10
cpd:C00639,60,1,86,146
hsa:840,27,1,68,24
hsa:7137,13,1,74,104
cpd:C02140,79,3,20,62
hsa:10628,30,2,49,179
hsa:1073,61,1,39,137
hsa:23683,71,1,31,149
hsa:59283,36,1,75,104
hsa:965,13,1,0,165
hsa:10097,6,1,31,67
hsa:9138,82,1,56,171
hsa:1292,24,1,89,81
hsa:11041,77,6,49,28
hsa:5111,36,1,12,88
hsa:3559,36,1,46,192
hsa:11025,70,1,47,29
hsa:10746,66,1,39,137
hsa:3811,3,1,43,91
hsa:2134,2,16,72,123
hsa:4242,19,1,69,47
hsa:4598,78,2,49,85
hsa:5837,44,4,75,130
hsa:5211,19,4,32,201
hsa:10449,77,4,40,123
hsa:6354,68,1,0,106
hsa:6833,53,1,77,185
hsa:4724,46,1,33,8
hsa:7088,28,1,83,64
cpd:C01065,83,1,49,57
hsa:8435,30,2,41,62
hsa:79869,77,14,84,114
hsa:5922,88,1,22,167
hsa:11197,59,1,13,82
hsa:29906,2,6,59,114
hsa:4233,64,1,81,50
hsa:57494,73,4,40,42
hsa:8867,17,1,22,108
hsa:387332,86,1,70,26
hsa:3706,2,1,22,39
hsa:10331,25,6,4,168
hsa:79796,61,2,49,205
hsa:199713,77,1,72,192
hsa:8864,88,1,29,191
hsa:125061,61,4,41,109
hsa:552,61,1,56,146
hsa:3597,79,1,46,129
hsa:1373,33,4,26,174
hsa:58191,77,1,15,34
hsa:95,17,1,16,83
hsa:100132463,17,1,11,9
hsa:84197,37,6,49,28
hsa:4790,55,1,58,220
hsa:5788,73,1,39,93
hsa:55207,83,5,47,73
hsa:50649,4,1,89,234
hsa:3423,42,2,49,2
hsa:10125,43,1,75,167
hsa:8694,5,3,90,138
hsa:6611,8,2,59,134
hsa:1439,68,1,46,163
hsa:27123,79,1,89,68
hsa:10110,56,1,29,233
hsa:1536,61,1,65,140
hsa:3399,78,1,12,15
hsa:9420,83,2,53,164
hsa:279,83,4,43,27
hsa:25834,79,6,78,249
hsa:255967,43,11,35,225
hsa:2056,76,1,39,96
hsa:57826,10,1,25,182
hsa:80339,25,3,9,138
cpd:C00162,68,1,70,127
hsa:2785,42,1,64,13
hsa:3953,73,4,33,134
hsa:8737,68,1,83,24
hsa:637,29,1,83,214
hsa:1609,56,3,24,39
hsa:10327,55,2,36,250
hsa:4914,14,1,81,50
hsa:10603,48,1,17,155
hsa:1729,74,1,46,180
hsa:6367,78,1,15,34
hsa:3678,90,1,73,96
hsa:5213,58,4,32,201
hsa:1001,2,35,49,156
hsa:4846,1,1,10,242
hsa:2870,90,1,67,34
dr:D00110,65,1,70,188
hsa:7360,83,4,41,171
hsa:2030,61,4,47,105
hsa:23566,77,1,56,239
hsa:3665,30,1,0,163
hsa:5526,17,1,74,83
hsa:11035,18,1,68,184
hsa:2729,25,2,90,44
hsa:8647,64,1,70,145
hsa:7979,61,1,72,133
hsa:2690,29,47,49,72
hsa:3078,14,42,49,249
hsa:957,44,1,37,121
hsa:272,54,1,37,3
hsa:8659,47,4,4,174
hsa:83729,53,1,38,15
hsa:5966,13,1,68,32
hsa:5742,27,3,9,140
hsa:3421,19,4,4,83
hsa:81839,30,1,23,102
hsa:128178,30,1,38,243
hsa:3808,71,1,43,28
hsa:113457,71,1,53,6
path:hsa00561,88,4,26,248
hsa:189,2,4,40,242
hsa:4729,37,1,33,8
hsa:1621,73,2,36,109
hsa:3107,10,1,43,151
hsa:8908,2,4,2,38
hsa:6469,77,1,23,10
hsa:51548,79,1,2,115
hsa:406886,78,1,89,14
hsa:56901,10,1,33,8
path:hsa00600,78,6,59,86
cpd:C00195,53,1,58,143
hsa:513,35,5,84,187
hsa:29086,14,1,49,124
hsa:3598,78,1,12,217
hsa:4209,13,1,3,51
hsa:10368,22,1,75,104
hsa:441478,59,1,70,57
hsa:1013,7,39,1,235
hsa:255738,49,27,28,156
hsa:939,78,65,28,97
hsa:60401,53,1,70,160
hsa:57467,64,80,16,245
hsa:7846,27,1,53,6
hsa:6750,17,1,47,37
hsa:29883,88,11,35,225
hsa:5105,78,4,84,25
hsa:5055,78,1,70,221
hsa:3562,2,1,39,96
hsa:3815,37,1,81,50
hsa:23446,38,1,47,26
hsa:58510,27,4,4,83
hsa:414328,77,4,84,145
hsa:10317,77,6,59,249
hsa:3359,27,1,71,188
hsa:7082,27,1,11,96
cpd:C13856,7,1,57,136
hsa:9230,85,4,70,85
hsa:5338,85,3,24,163
hsa:2160,55,1,70,156
hsa:4261,1,1,83,191
hsa:1154,81,1,3,206
hsa:23710,28,5,47,228
hsa:673,59,1,75,125
hsa:2629,65,3,48,119
hsa:554,1,1,56,4
hsa:79603,36,3,48,89
hsa:79644,88,2,90,45
hsa:114,79,1,19,111
hsa:406904,2,1,72,187
hsa:340419,91,1,23,82
cpd:C05465,77,1,28,145
hsa:51196,17,1,67,50
path:hsa00564,33,3,55,76
hsa:127,6,2,87,197
hsa:729,77,1,68,101
hsa:909,2,1,39,12
hsa:90865,78,1,38,143
hsa:5469,16,1,74,218
hsa:574411,24,43,72,166
hsa:8863,12,1,29,191
hsa:4325,18,1,25,135
hsa:1298,78,1,69,81
hsa:729597,78,1,1,88
hsa:8031,63,17,84,249
hsa:2905,63,1,31,43
hsa:5536,19,1,47,161
hsa:5550,27,2,20,44
hsa:7188,24,1,0,183
hsa:60482,86,1,47,26
hsa:5160,64,4,40,135
hsa:1111,63,1,89,66
hsa:5141,77,1,30,31
hsa:2218,16,6,49,28
hsa:6869,77,1,82,189
hsa:732,12,1,68,101
hsa:6608,32,1,50,23
hsa:7019,63,4,47,105
hsa:369,71,1,75,125
hsa:91012,68,3,48,89
hsa:80230,71,9,49,226
hsa:5152,27,1,8,40
hsa:574467,47,1,38,32
hsa:47,39,4,40,198
hsa:57369,17,1,29,57
hsa:3308,82,1,49,81
hsa:5771,77,1,3,186
hsa:4060,2,1,83,24
hsa:864,69,1,38,217
hsa:10728,19,3,55,7
hsa:56616,2,1,68,90
cpd:C11378,27,1,28,18
hsa:10846,24,1,63,40
hsa:29880,3,2,49,205
hsa:2562,61,1,25,103
hsa:10912,13,1,83,98
hsa:3925,2,1,3,57
hsa:7280,91,1,53,178
hsa:805,12,1,85,56
hsa:406952,58,1,76,173
hsa:3753,13,1,5,185
hsa:107181291,54,1,49,160
hsa:4940,78,1,38,77
hsa:5527,32,1,74,83
hsa:6423,19,1,13,68
hsa:6261,75,1,31,153
hsa:407032,90,1,85,175
hsa:10855,77,2,72,2
hsa:3091,66,1,81,92
hsa:51208,71,1,11,9
hsa:5594,74,1,10,125
path:map00300,71,4,53,42
hsa:496,16,5,16,187
hsa:8202,23,1,74,218
hsa:8312,19,1,50,90
hsa:2784,19,1,64,13
hsa:3596,49,1,0,165
cpd:C00290,13,1,12,142
hsa:406925,90,1,72,215
hsa:3175,37,1,70,84
hsa:2263,17,1,81,50
hsa:56246,77,1,82,17
hsa:4047,35,2,84,97
hsa:138050,43,2,49,2
hsa:7189,28,1,0,92
hsa:3035,1,4,60,42
hsa:8193,40,1,47,128
hsa:717,77,1,70,169
hsa:728343,50,29,84,225
hsa:1149,1,4,33,134
hsa:5133,36,1,39,233
hsa:5478,4,14,84,97
hsa:396,72,1,5,185
hsa:2266,67,1,12,169
hsa:1910,28,1,56,247
hsa:6097,90,1,0,143
hsa:2982,77,1,57,105
hsa:4548,16,7,26,139
hsa:11146,16,1,72,179
hsa:5471,61,4,32,135
hsa:406985,82,1,16,245
hsa:8913,6,1,31,153
hsa:7252,56,1,1,17
hsa:8706,82,6,59,86
hsa:2330,4,2,48,44
hsa:65263,27,4,4,83
hsa:33,27,4,40,123
hsa:9253,5,1,28,47
hsa:51684,3,1,79,212
hsa:2997,1,4,5,100
hsa:9113,16,1,43,16
hsa:9402,91,1,3,94
hsa:1143,56,1,86,186
hsa:5313,1,4,41,241
hsa:5148,34,1,8,136
hsa:2249,34,1,50,65
hsa:9514,29,6,4,235
hsa:2155,44,1,49,249
hsa:1950,55,1,50,244
hsa:119391,28,2,6,157
hsa:4303,13,1,74,174
hsa:574455,90,1,49,221
hsa:2524,78,6,4,168
hsa:3633,53,1,22,108
hsa:694,88,11,35,225
hsa:406901,76,1,73,54
hsa:1634,3,1,81,155
hsa:50632,71,1,71,17
hsa:1855,7,1,54,215
hsa:1786,85,75,76,114
hsa:7421,78,30,1,22
hsa:29964,78,1,23,102
hsa:5476,61,1,28,32
hsa:64581,25,1,73,0
hsa:2686,61,2,6,144
hsa:407047,47,1,47,94
hsa:2677,91,2,84,144
hsa:3763,48,1,19,30
hsa:2475,29,1,91,101
hsa:6296,29,4,41,166
hsa:22863,79,1,47,147
hsa:9658,90,1,31,191
hsa:6723,4,2,41,197
hsa:26524,37,1,43,16
hsa:6482,53,6,59,114
hsa:10298,86,1,74,227
hsa:574537,1,2,6,46
hsa:7531,90,1,89,75
hsa:8644,16,2,87,45
hsa:151531,10,2,90,158
hsa:153129,43,5,78,116
hsa:56603,77,2,6,132
hsa:6402,77,55,49,203
hsa:79660,46,4,31,130
hsa:345456,56,1,25,63
hsa:6857,71,1,25,208
hsa:7976,63,1,18,237
hsa:3816,29,1,28,229
hsa:713,33,1,38,171
cpd:C22539,80,1,70,173
hsa:5578,16,1,22,177
hsa:139189,37,3,24,39
hsa:367,79,1,47,185
hsa:84219,44,1,49,66
hsa:54577,61,2,6,46
hsa:4194,78,1,3,233
hsa:1737,79,4,40,210
hsa:5530,77,1,10,153
hsa:406948,77,1,23,102
hsa:1493,26,1,65,91
hsa:8325,88,1,18,237
hsa:1869,88,1,28,242
hsa:5106,40,4,84,25
hsa:6370,77,1,15,34
hsa:9882,61,1,34,184
hsa:136,27,1,86,117
hsa:6347,81,1,58,200
hsa:989,79,5,70,35
hsa:51365,17,3,24,57
hsa:3939,71,3,41,115
hsa:23533,63,1,19,105
hsa:901,81,1,83,25
hsa:229,48,4,32,174
hsa:482,29,8,57,23
hsa:131870,3,1,37,38
hsa:3552,68,1,58,92
hsa:5071,64,1,29,175
hsa:119548,63,3,9,138
hsa:5366,70,1,38,98
